uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
187,0.016,0.842,0.142,0.9944,Positive,B000NY8ODS,A1IU7S4HCK1XK0,Joanna Daneman,2,2,5,1333843200,"Make a fresh fruit tart, light and beautiful","This packet of glaze is the secret to making those European style fresh fruit tarts. I am about to make one for a pie auction at church, after a friend requested that something ""strawberry"" should be offered. You can make the most amazing and relatively ""healthy"" fruit tarts by baking a base, layering it with uncooked, fresh, sliced fruit, then pouring over the made-up contents of one of these packets. They harden up at room temperature, hold the fruit together so you can slice the tart, and they let the beauty of the arranged fruit show through. I've also seen this glaze used over cheesecakes, to hold a fruit topping in place. Personally, I do not like cheesecake (too rich for me) but a fruit glazed cheesecake is gorgeous, I will admit. To do this, slice fruit and layer it on the cheesecake while it's still in the springform pan. Pour on the glaze, let it set up and then remove the springform. You'll have a clear layer of fruit on top of the cheesecake. Cherries, strawberries or sliced mangos are nice, but the best one I ever had used thin slices of lemons, that had been gently poached in sugar syrup before they were layered on the cake.<br /><br />I use a base of sponge cake, baked in a shallow form, but other bases can be pate sucre  (a kind of French pastry that is a bit like a sugar cookie) that works well in those fluted, straight-sided forms. You can also make mini-tarts in a muffin pan, pre-baking each mold with a layer of pie crust (even commercial crust works, though again, I prefer pate sucre, it holds its shape better and is more substantial and has a better crumb.) Just blind-bake the muffin tins lined with pate, then pop them out and fill with fresh fruits (berries are great) and pour over the glaze. Some people put a layer of creme patisserie, which is a pastry cream like custard but stabilized with flour,  below the fruit and I happen to think these taste best.<br /><br />If you get into baking, this glaze is a must-have on the shelf. The ingredients are vegan: tapioca starch, carrageenan, dextrose, cream of tartar, locust bean gum, so if you are looking to make a vegan tofu cheesecake, you can use this on top, as well as use it for fruit tarts with a nut crust base.",packet glaze secret making european style fresh fruit tarts make one pie auction church friend requested something strawberry offered make amazing relatively healthy fruit tarts baking base layering uncooked fresh sliced fruit pouring madeup contents one packets harden room temperature hold fruit together slice tart let beauty arranged fruit show ive also seen glaze used cheesecakes hold fruit topping place personally like cheesecake rich fruit glazed cheesecake gorgeous admit slice fruit layer cheesecake still springform pan pour glaze let set remove springform youll clear layer fruit top cheesecake cherries strawberries sliced mangos nice best one ever used thin slices lemons gently poached sugar syrup layered cakebr br use base sponge cake baked shallow form bases pate sucre kind french pastry bit like sugar cookie works well fluted straightsided forms also make minitarts muffin pan prebaking mold layer pie crust even commercial crust works though prefer pate sucre holds shape better substantial better crumb blindbake muffin tins lined pate pop fill fresh fruits berries great pour glaze people put layer creme patisserie pastry cream like custard stabilized flour fruit happen think taste bestbr br get baking glaze musthave shelf ingredients vegan tapioca starch carrageenan dextrose cream tartar locust bean gum looking make vegan tofu cheesecake use top well use fruit tarts nut crust base
188,0.0,0.824,0.176,0.6983,Positive,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,1236124800,Miracle,"My Scotties were full of hot spots and when I used this within a week all the hot spots were gone. The smell is kinda strong, but not bad. It's tolerablel.",scotties full hot spots used within week hot spots gone smell kinda strong bad tolerablel
189,0.0,0.843,0.157,0.8868,Positive,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,1314403200,not bad for instant healthy coffee,"I bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants.  I didn't expect it to taste good, but it actually does!  I've only had it for a few days and for $5 its totally worth it.  My sisters all take ganocafe but now I'm introducing them to this less expensive similar coffee.  I will follow up on this product in a few weeks.  :)",bought coffee much cheaper ganocafe organic reishi mushroom well healthy antioxidants didnt expect taste good actually ive days 5 totally worth sisters take ganocafe im introducing less expensive similar coffee follow product weeks
190,0.0,0.934,0.066,0.3506,Positive,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,1340582400,It's ok,"The coffee is very finely processed and the flavor is just alright.  Nescafe and Mount Hagen are better - I bought this to try something other than these two, but I probably won't get this again.  There is just a slight ""vitaminy"" taste, but it's not overwhelming.  It's also a bit pricey for what you get.",coffee finely processed flavor alright nescafe mount hagen better bought try something two probably wont get slight vitaminy taste overwhelming also bit pricey get
191,0.148,0.64,0.212,0.4926,Positive,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,1339027200,I love it!,"This coffee is great because it's all organic ingredients!  No pesticides to worry about, plus it tastes good, and you have the healing effects for ganoderma.",coffee great organic ingredients pesticides worry plus tastes good healing effects ganoderma
192,0.0,0.75,0.25,0.9062,Positive,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,1338249600,great taste and has health benefits!,"Like the other people mentioned, this coffee has a great taste. I've tried different instant coffees before, but this one is one of the better ones. Another one of my favorites, if you want to try it out (though NOT organic), is 'Africafe pure instant coffee'",like people mentioned coffee great taste ive tried different instant coffees one one better ones another one favorites want try though organic africafe pure instant coffee
193,0.055,0.728,0.217,0.8756,Positive,B004V6AH34,AJZ2A9UOJK0RB,LK,0,0,5,1336089600,Tastes Great. Arrived in 2 days!,"Tastes great, and gives me energy without the jitters. Love this product.<br />However, I do wish it came in some sort of resealable jar or hard plastic container instead of a zip-lock pouch because the zip-lock ripped off and quit working after awhile. But the product is fantastic, just not crazy about the packaging.",tastes great gives energy without jitters love productbr however wish came sort resealable jar hard plastic container instead ziplock pouch ziplock ripped quit working awhile product fantastic crazy packaging
194,0.031,0.735,0.234,0.9595,Positive,B0028C44Z0,A19NGYCQ1NCF3W,S. Haney,2,2,5,1323820800,Great for after lunch,These little guys are tasty and refreshing.<br /><br />I usually eat salads for lunch which can do terrible things to breath.  I eat 2 of these after lunch (because they are so small) and I find this sufficiently resolves the problem.<br /><br />They're sugar free (sugar can actually help the smelly bacteria grow) which is great and they're tasty enough that I almost think of them as part of my lunch.<br /><br />This is a good bulk value buy and I'd highly recommend the mints themselves.  Cheers!,little guys tasty refreshingbr br usually eat salads lunch terrible things breath eat 2 lunch small find sufficiently resolves problembr br theyre sugar free sugar actually help smelly bacteria grow great theyre tasty enough almost think part lunchbr br good bulk value buy id highly recommend mints cheers
195,0.082,0.483,0.435,0.8299,Positive,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,"Nice little mints, but pricey.","I like these better than the regular Altoids, but they're even more costly, so you'd better like them.",like better regular altoids theyre even costly youd better like
196,0.0,0.761,0.239,0.9538,Positive,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,1300406400,Altoids mini mints tins,These little tins of sugar free mine mints were a great deal.There perfict for on the go.Fifty mints per tin is just the right amount to cary along.And there safer for your teeth than the ones with sugar.The price of twelve dollars was very resonable.Also there great for shareing.If you are looking for a mint try these ones.Youll be glad you did.,little tins sugar free mine mints great dealthere perfict gofifty mints per tin right amount cary alongand safer teeth ones sugarthe price twelve dollars resonablealso great shareingif looking mint try onesyoull glad
197,0.0,0.917,0.083,0.4738,Positive,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,1274054400,Altoids Smalls-Wintergreen,"Pros:<br />+packaging, shipping, price<br />+sold about a year before its expiration date (enough for me to eat/share 9 boxes)<br />+not too ""fresh"" like the regular wintergreen and not in a powdery form. it's a real mint!<br /><br />Cons: none!",prosbr packaging shipping pricebr sold year expiration date enough eatshare 9 boxesbr fresh like regular wintergreen powdery form real mintbr br cons none
198,0.0,0.904,0.096,0.4153,Positive,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,1278460800,Sugarfree...,"Be careful not to eat too many of them in one day, as one of the chemicals in it is the same as that of a LAXATIVE!!! LOLOLOL!!!",careful eat many one day one chemicals laxative lololol
199,0.0,0.701,0.299,0.8268,Positive,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,1265932800,Tasty!!,These mints are really strong and have a great taste. They are also a convenient size to carry in a pocket or purse.,mints really strong great taste also convenient size carry pocket purse
200,0.0,0.811,0.189,0.7178,Positive,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,1344729600,These mints are awesome!,This is a huge supply of them. I'm still working on these and have plenty to spare. Much more effective than buying one from the grocery store or 7-11 every time you want a mint.,huge supply im still working plenty spare much effective buying one grocery store 711 every time want mint
201,0.039,0.888,0.072,0.6381,Positive,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,1330819200,Altoids Smalls,"Even with small containers, they don't fill them up.  These little tins are less than half filled and at the price charged it seems a rip-off. Is there some exotic ingredient as costly as gold contained in those tiny squares?  Or how about the cereal ploy, they were filled at the factory but settled in transport.<br />Can manufacturers be honest in their dealings?",even small containers dont fill little tins less half filled price charged seems ripoff exotic ingredient costly gold contained tiny squares cereal ploy filled factory settled transportbr manufacturers honest dealings
202,0.064,0.597,0.339,0.9531,Positive,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,1320710400,Love these! And reusable containers,"I love, and use the empty containers for medicine/advil in my purse, desk, suitcase. Also line with felt to keep earrings. Perfect little size to disguise small valuables when traveling and LOVE the mints. Tiny and powerful without burning my mouth.",love use empty containers medicineadvil purse desk suitcase also line felt keep earrings perfect little size disguise small valuables traveling love mints tiny powerful without burning mouth
203,0.0,0.688,0.312,0.8225,Positive,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,1320451200,Altoids,Received as shown. My mother in law likes these and Walgreens quit carrying them. It was great i could get them on Amazon.,received shown mother law likes walgreens quit carrying great could get amazon
204,0.061,0.814,0.125,0.8728,Positive,B0028C44Z0,A2Q8F5N7HQXWDW,Bell Girl,0,0,4,1316908800,A huge hit at the office!,"I keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to. Some folks stop by just to grab some mints and others pop them like candy while we meet. When I find someone who keeps coming back for more I just give them their own tin! One co-worker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes. Like I said, theyre a real hit. Since I wouldn't be able to keep my hands off a candy dish, this is a good alternative to have around and it's nice to have them around if I have garlic for lunch! I gave the item 4 stars because they aren't as tasty as the sugar version of the mints  but what sugar free item is as good as it's full sugar counterpart?) and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove (although I totally get why they wrap it - it still doesn't make it easy to deal with).",keep case office always least tin two desk visitors help folks stop grab mints others pop like candy meet find someone keeps coming back give tin one coworker asked save tins could use pillboxes safety pin boxes like said theyre real hit since wouldnt able keep hands candy dish good alternative around nice around garlic lunch gave item 4 stars arent tasty sugar version mints sugar free item good full sugar counterpart fact tin wrapped plastic seems like waste irritating remove although totally get wrap still doesnt make easy deal
